Year,Age,Female Deaths,Male Deaths,Female Exposure,Male Exposure
2002,16,75,126,325083,341508.1
2002,17,87,171,324093.36,342872.65
2002,18,85,230,314835.29,332655.39
2002,19,96,218,313752.92,327529.58
2002,20,80,268,317398.55,321595.85
2002,21,90,220,327478.4,327012.84
2002,22,82,287,331681.24,329965.5
2002,23,86,248,326798.63,324767.1
2002,24,94,220,312846.52,310271.2
2002,25,104,265,311380.42,311251.3
2002,26,104,250,321632.21,323535.77
2002,27,106,282,335060.69,336948.31
2002,28,119,309,348812.99,349930.69
2002,29,134,336,368977.23,369480.98
2002,30,158,388,385510.86,382296.61
2002,31,203,375,401776.33,396930.52
2002,32,195,412,396823.46,392164.87
2002,33,233,416,409527.55,404287.89
2002,34,252,437,412350.02,407202.62
2002,35,245,450,420570.72,417011.72
2002,36,275,505,422096.44,417721.39
2002,37,301,579,423139.79,417125.72
2002,38,354,518,419270.76,412370.76
2002,39,378,597,413719.07,406745.73
2002,40,374,646,404829.6,398418.37
2002,41,382,673,391465.99,386509.8
2002,42,438,673,375551.66,371967.7
2002,43,491,792,371722.47,368626.94
2002,44,534,765,362534.76,359544.19
2002,45,564,892,351135.89,346759.02
2002,46,637,901,341744.22,336107.22
2002,47,654,1015,332982.25,326776.98
2002,48,748,1048,333572.55,327205.54
2002,49,784,1210,331352.49,325107.83
2002,50,832,1284,327525.54,321561.98
2002,51,894,1363,332598.99,326147.98
2002,52,1032,1515,340605.37,333796.95
2002,53,1162,1733,354149.08,347484.74
2002,54,1365,1954,370589.35,364373.73
2002,55,1536,2329,391263.74,384608.89
2002,56,1418,2104,330330.27,324142.3
2002,57,1527,2316,317041.63,310783.26
2002,58,1551,2534,305850.13,299850.09
2002,59,1641,2638,294572.37,287985.03
2002,60,1716,2731,270497.21,262535.21
2002,61,1750,2689,254132.86,245227.95
2002,62,2010,3157,260097.01,250195.68
2002,63,2178,3444,261746.43,251184.52
2002,64,2406,3779,260458.4,249439.47
2002,65,2468,4027,252846.63,240356.56
2002,66,2822,4200,246239.93,231802.1
2002,67,2966,4547,238993.81,222622.29
2002,68,3199,4811,232946.97,213714.35
2002,69,3461,5299,230837.01,208005.6
2002,70,3854,5671,231836.36,204965.75
2002,71,4558,6399,231943.76,199985.3
2002,72,5029,6753,228126.11,191643.04
2002,73,5417,6989,220811.84,181583.3
2002,74,5790,7562,213998.58,172417.51
2002,75,6607,8110,209814.39,164870.51
2002,76,7194,8626,205559.67,156490.99
2002,77,7674,8845,200064.97,146365.13
2002,78,8417,8931,194451.3,136420.26
2002,79,8968,9449,190915.83,128228.08
2002,80,10228,9915,187228.25,119487.87
2002,81,11350,10571,192235.1,116672.42
2002,82,12059,10305,165187.69,95712.72
2002,83,8814,7099,121356.55,66726.55
2002,84,8732,6453,104546.55,54180.36
2002,85,10075,6926,103152.97,50656.28
2002,86,10811,7035,101408.05,46943.85
2002,87,11582,6845,94740.22,40993.77
2002,88,11579,6339,85526.3,34512.98
2002,89,11073,5645,72935.98,27538.42
2002,90,10282,4713,60628.87,21401.01
2002,91,9415,3933,49898.49,16255
2002,92,8628,3249,40562.45,12078.15
2002,93,7671,2600,32296.45,8781.82
2002,94,6319,1966,24674.29,6116.69
2002,95,5057,1474,18115.81,4081.92
2002,96,3998,1022,12919.1,2661.92
2002,97,2962,685,8982.98,1676.55
2002,98,2259,462,6195.92,1010.44
2002,99,1642,284,4109.24,583.81
2002,100,1116,177,2569.71,330.7
2002,101,710,111,1576.27,189.76
2002,102,493,71,920.26,99.3
2002,103,269,25,494.35,46.57
2002,104,157,13,272.58,25.14
2002,105,83,12,151.68,13.07
2002,106,48,6,76.97,4.45
2002,107,32,1,35.37,1.52
2002,108,7,1,15.83,1.25
2002,109,6,2,6.35,0.48
2002,110+,2.99,0,1.72,0
2003,0,1497,1809,295996.92,312050.66
2003,1,111,113,288632.15,303184.03
2003,2,73,77,291593.26,305324.03
2003,3,50,67,297323.3,311633.82
2003,4,47,48,305062.14,319943.13
2003,5,42,40,311750.54,326501.15
2003,6,36,42,319383.84,335189.94
2003,7,23,29,315193.44,331778.55
2003,8,25,37,318465.5,335226.91
2003,9,27,41,326098.57,342475.83
2003,10,30,31,328085.83,344450.86
2003,11,33,41,339302.23,355422.68
2003,12,51,52,342668.08,359160.64
2003,13,35,54,336462.94,353232.74
2003,14,44,66,333755.27,349098.93
2003,15,47,89,337108.37,350684.36
2003,16,62,109,330901.18,343476.35
2003,17,66,168,327186.45,342062.6
2003,18,79,240,327653.28,345781.61
2003,19,99,202,320870.53,337985.36
2003,20,88,257,319554.73,329839.23
2003,21,84,220,324781.41,326070.41
2003,22,95,244,336130.81,332982.28
2003,23,103,266,340198.54,337057.84
2003,24,91,242,334853.9,332174.28
2003,25,84,258,318461.59,316271.27
2003,26,106,259,316402.83,316652.77
2003,27,100,221,326217.6,328399.67
2003,28,131,288,339324.68,341616.43
2003,29,160,297,352405.36,354112.62
2003,30,184,301,370916.91,370186.65
2003,31,167,367,387115.27,383100.4
2003,32,187,422,403465.49,397842.68
2003,33,189,424,398057.67,392508.07
2003,34,261,423,410572.22,404345.46
2003,35,255,479,412738.49,408127.23
2003,36,289,507,420743.9,417601.82
2003,37,282,540,422316.33,418175.66
2003,38,353,546,423503.23,417554.7
2003,39,348,600,419583.77,413107.65
2003,40,417,664,413985.21,406761.89
2003,41,421,651,404911.3,398429.47
2003,42,436,742,391450.87,386626.83
2003,43,497,810,375519.74,371871.16
2003,44,562,779,371663,368496.42
2003,45,544,806,361787.77,358689.91
2003,46,623,941,350455.56,345913.17
2003,47,710,1018,341008.8,335147.36
2003,48,725,1078,332113.32,325767.57
2003,49,757,1126,332702.59,326168.73
2003,50,872,1305,330085.37,323980.62
2003,51,922,1373,326090.81,320230.67
2003,52,1002,1498,331062.2,324620.64
2003,53,1124,1658,339033.82,332047.99
2003,54,1235,1891,352314.81,345373.22
2003,55,1499,2268,368531.76,361743.21
2003,56,1665,2510,389093.56,381876.28
2003,57,1404,2402,328090.5,321384.78
2003,58,1624,2439,314739.22,307877.52
2003,59,1782,2667,303698.57,297190.56
2003,60,1877,2941,292939.58,285167.16
2003,61,1850,2909,268746.82,259502.77
2003,62,1827,3001,252143.21,241949.92
2003,63,2092,3352,257913.82,246601.8
2003,64,2369,3732,259460.66,247416.54
2003,65,2654,3940,257929.34,244740.86
2003,66,2682,4220,250117.96,235490.5
2003,67,2964,4567,243381.08,226921.31
2003,68,3196,4931,235974.45,217595.69
2003,69,3471,5092,229595.59,208235.88
2003,70,3757,5378,227111.97,202318.7
2003,71,4184,6029,227712.43,198784.28
2003,72,4879,6498,227244.58,193217.05
2003,73,5363,7007,222959.26,184513.31
2003,74,5841,7456,215221.83,174089.69
2003,75,6345,7714,207795.93,164607.82
2003,76,6913,8218,202915.26,156560.86
2003,77,7621,8643,198076.71,147702.28
2003,78,8206,8753,191989.27,137423.85
2003,79,8971,9342,185790.4,127237.62
2003,80,9711,9367,179857.06,116685.67
2003,81,10717,9986,176819.24,109611.21
2003,82,12160,10439,180211.93,105985.98
2003,83,12597,10282,153617.79,86053.79
2003,84,9429,6885,111858.89,59351.99
2003,85,9265,6617,95316.23,47563.46
2003,86,10374,6600,93041.18,43874.65
2003,87,11193,6633,90337.92,40115.16
2003,88,11574,6300,83211.4,34450.93
2003,89,11440,5786,74013.64,28455.99
2003,90,10725,5063,62015.67,22222.31
2003,91,9563,4152,50670.2,16960.12
2003,92,8734,3493,40826.86,12561.7
2003,93,7957,2824,32332.01,9047.54
2003,94,6643,1990,25136.16,6438.8
2003,95,5522,1616,18761.14,4347.98
2003,96,4337,1060,13422.73,2803.3
2003,97,3289,723,9292.71,1796.64
2003,98,2395,452,6275.38,1102.18
2003,99,1660,288,4214.92,641.83
2003,100,1215,194,2693.33,346.89
2003,101,791,114,1627.91,184.92
2003,102,525,60,956.06,102.72
2003,103,316,31,527.14,54.02
2003,104,165,18,272.33,25.42
2003,105,90,10,151.38,12.11
2003,106,61,3,82.46,5.54
2003,107,20,0,37.58,2.08
2003,108,9,1,18.91,0.74
2003,109,8,0,8.41,0.23
2003,110+,0,0,3.19,0
2004,0,1426,1792,304980.36,321223.28
2004,1,103,130,295684.85,311914.82
2004,2,53,62,289064.84,304026.63
2004,3,37,58,292577.69,306759.58
2004,4,36,37,298741.26,313471.69
2004,5,28,29,306774.66,321546.76
2004,6,35,39,313333,327996.81
2004,7,31,33,321096.01,336913.5
2004,8,21,35,316828.78,333407.68
2004,9,18,34,320051.5,336719.43
2004,10,27,47,326952.58,344217.01
2004,11,22,33,328924.82,345712.35
2004,12,37,55,339917.51,355922.78
2004,13,40,59,342940.94,359446.88
2004,14,37,63,336266.45,352966.38
2004,15,49,92,335134.88,349521.84
2004,16,73,103,339401.38,350775.8
2004,17,73,170,333677.29,343341
2004,18,81,200,331936.08,344096.33
2004,19,99,210,335701.97,350491.54
2004,20,74,208,327049.6,341288.27
2004,21,88,216,328407.7,335774.04
2004,22,95,241,335762.54,334458.97
2004,23,109,244,346507.39,342712.36
2004,24,89,237,350368.46,347300.18
2004,25,115,256,342823.91,338933.32
2004,26,120,237,325252.76,322271.37
2004,27,115,243,322399.59,321995.61
2004,28,104,228,331964.86,333586.5
2004,29,124,268,344442.13,346179.5
2004,30,143,330,355050.61,355522.37
2004,31,167,339,373065.4,371595.08
2004,32,186,390,388935.95,384459.91
2004,33,196,390,404905.83,398873.99
2004,34,216,411,399335.31,393176.91
2004,35,234,456,411442.39,405725.3
2004,36,262,504,413371.48,408925.42
2004,37,299,516,421150.81,418193.08
2004,38,362,537,422712.17,418560.32
2004,39,385,610,423953.02,417948.74
2004,40,372,632,419878.16,412438.97
2004,41,402,636,414082.01,406147.02
2004,42,466,691,404911.44,398134.82
2004,43,491,796,391324.23,386152.96
2004,44,521,813,375344.55,371412.66
2004,45,570,815,370967.66,368235.73
2004,46,631,885,361068.95,358239.63
2004,47,672,938,349698.53,345317.53
2004,48,696,1031,340226.09,334577.02
2004,49,724,1135,331192.63,324982.43
2004,50,850,1207,331274.88,324910.7
2004,51,917,1365,328646.02,322747.08
2004,52,876,1519,324496.8,318739.93
2004,53,1052,1570,329365.49,322974.62
2004,54,1126,1784,337234.04,330159.58
2004,55,1263,1920,350156.45,343037.52
2004,56,1514,2206,366200.83,359171.7
2004,57,1764,2682,386857.35,379342.41
2004,58,1568,2335,325825.05,318823.41
2004,59,1674,2534,312163.27,305095.22
2004,60,1856,2805,301740.9,294282.3
2004,61,1851,2993,290893.09,282080.15
2004,62,1916,3134,266583.09,256187.07
2004,63,1973,2929,249753.73,238383.58
2004,64,2222,3502,255282.13,242682.69
2004,65,2396,3838,256839.13,242796.04
2004,66,2710,4163,255166.48,239962.88
2004,67,2850,4389,247153.87,230644.79
2004,68,3201,4651,240154.23,221844.26
2004,69,3368,5020,232603.47,212183.17
2004,70,3488,5222,225971.22,202764.48
2004,71,3880,5521,223142.41,196394.36
2004,72,4446,6198,223156.95,192308.31
2004,73,5030,6625,222232.6,186318.6
2004,74,5559,6909,217462.71,177225.33
2004,75,5983,7415,209103.87,166591.87
2004,76,6454,7634,201228.21,156628.81
2004,77,7004,8140,195677.27,148130.97
2004,78,7751,8649,190181.46,138953.12
2004,79,8054,8752,183444.08,128389.45
2004,80,8848,8895,175957.23,116942.84
2004,81,9670,8919,170167.28,107436.52
2004,82,10662,9444,166121.98,99995.28
2004,83,11700,9747,167967.26,95648.47
2004,84,12143,9671,142004.48,76793.23
2004,85,9140,6376,102225.79,52227.31
2004,86,8751,5886,86114.3,41316.29
2004,87,9639,6034,83071.81,37595.9
2004,88,10269,5840,79603.75,33868.05
2004,89,10505,5415,72223.42,28602.74
2004,90,10077,4822,63191.43,23124.64
2004,91,9391,4182,52096.88,17679.85
2004,92,8505,3397,41658.13,13173.34
2004,93,7161,2651,32755.39,9481.7
2004,94,6460,2068,25295.34,6673.89
2004,95,5173,1558,19141.42,4617.19
2004,96,4190,1099,13969.16,3024.74
2004,97,3210,750,9694.23,1904.84
2004,98,2284,510,6514.65,1193.57
2004,99,1652,327,4292.09,712.73
2004,100,1119,186,2792.99,391.77
2004,101,795,103,1724.07,200.65
2004,102,466,53,994.15,104.4
2004,103,298,44,561.02,56.62
2004,104,166,14,295.46,28.24
2004,105,81,10,149.45,12.62
2004,106,50,2,81.72,6.16
2004,107,31,2,43.01,3.85
2004,108,11,0,20.44,1.35
2004,109,9,0,9.75,0.5
2004,110+,5,0,5.37,0.23
2005,0,1390,1869,312861.82,328322.04
2005,1,110,123,304857.87,320661.15
2005,2,47,67,296108.23,312018.26
2005,3,41,53,289860.53,304688.84
2005,4,21,39,293858.14,308000.15
2005,5,21,33,299836.32,314533.27
2005,6,29,38,307927.72,322622.7
2005,7,29,32,314538.85,329209.06
2005,8,22,26,322339.41,338135.56
2005,9,30,28,318017.25,334735.48
2005,10,23,33,321094.94,338421.05
2005,11,26,48,328140.98,345796.46
2005,12,38,48,329814.53,346532.78
2005,13,43,53,340670.98,356294.01
2005,14,45,64,343309.58,359460.97
2005,15,44,65,337693.68,354362.15
2005,16,66,105,337040.53,350678.86
2005,17,84,161,341938.17,351264.73
2005,18,85,216,338471.6,345058.26
2005,19,89,202,339989.57,348963.09
2005,20,101,230,343279.49,354390.02
2005,21,88,213,337383.04,347408.63
2005,22,80,211,342142.75,344548.58
2005,23,90,248,348778.55,345022.68
2005,24,98,211,359157.71,353865.18
2005,25,97,239,359311.38,355213.43
2005,26,108,241,351092.83,346567.15
2005,27,113,230,332125.71,328923.38
2005,28,115,220,328700.93,328433.05
2005,29,127,268,337731.8,339270.22
2005,30,125,272,348913.43,348407.34
2005,31,143,270,358718.71,357458.39
2005,32,166,353,376190.25,373486.49
2005,33,197,395,391268.59,386098.77
2005,34,226,400,407177.07,400358.19
2005,35,218,441,400651.09,395369.02
2005,36,253,497,412445.06,407255.62
2005,37,293,536,414108.58,410099.49
2005,38,301,520,421682.22,418903.95
2005,39,330,556,423120.75,419031.06
2005,40,386,627,424101.85,417584.14
2005,41,409,684,419929.91,412026.09
2005,42,472,721,413999.89,406018.52
2005,43,502,779,404724.92,398047.37
2005,44,563,782,391018.46,386034.47
2005,45,537,896,374707.4,371198.49
2005,46,577,911,370353.63,367851.81
2005,47,661,985,360311.21,357588
2005,48,766,1105,348972.26,344644.25
2005,49,779,1086,339418.23,333817.58
2005,50,830,1213,329923.6,323949.18
2005,51,863,1354,330031.17,323885.08
2005,52,977,1406,327381.12,321646.38
2005,53,1007,1489,323039.33,317476.81
2005,54,1152,1639,327751.32,321472.25
2005,55,1257,1890,335527.68,328389.48
2005,56,1432,2052,348084.42,340688.03
2005,57,1688,2441,364124.27,356763.53
2005,58,1859,2780,384904.96,377010.71
2005,59,1673,2564,323577.8,316333.93
2005,60,1722,2884,309546.98,301755.88
2005,61,1964,2984,299323.22,291140.78
2005,62,2034,3187,288508.22,278824.75
2005,63,2026,3234,263961.22,252637.17
2005,64,2145,3252,246953.85,234588.23
2005,65,2413,3656,252255.85,238210.29
2005,66,2775,3917,253877.65,238292.01
2005,67,2936,4336,251910.68,235284.88
2005,68,3031,4554,243635.02,225688.4
2005,69,3326,4763,236538.68,216591.63
2005,70,3497,5043,228941.1,206932.16
2005,71,3728,5570,222036.07,197115.09
2005,72,4303,5850,218718.25,190296.35
2005,73,4642,6336,218248.31,185785.02
2005,74,5322,6985,216819.77,179373.21
2005,75,5893,7035,211463.84,170031.12
2005,76,6388,7648,202671.88,158897.98
2005,77,6770,7945,194307.32,148659.86
2005,78,7466,8186,188070.27,139666.02
2005,79,8216,8615,181854.46,130159.9
2005,80,8655,8710,173495.81,118657.06
2005,81,9481,9004,166793.18,108062.5
2005,82,10070,8831,160241.18,98425.66
2005,83,11270,9255,155297.33,90750.8
2005,84,12203,9554,155686.67,85751.37
2005,85,12468,8975,130330.06,68013.64
2005,86,9030,6229,92786.73,45634.36
2005,87,8669,5460,77262.8,35528.75
2005,88,9605,5523,73547.82,31890.52
2005,89,10142,5484,69404.61,28259.49
2005,90,9964,5073,61966.54,23369.76
2005,91,9665,4410,53344.03,18477.05
2005,92,8642,3521,43068.6,13816.16
2005,93,7776,2877,33676.19,10079.62
2005,94,6447,2105,25814.62,7067.82
2005,95,5429,1638,19405.01,4825.77
2005,96,4332,1210,14364,3246.47
2005,97,3362,838,10210.79,2058.31
2005,98,2500,565,6882.19,1246.7
2005,99,1781,338,4474.62,763.05
2005,100,1184,226,2856,443.2
2005,101,872,126,1809.96,235.44
2005,102,553,67,1064.18,115.91
2005,103,333,29,589.85,57.1
2005,104,175,17,323.66,31.39
2005,105,118,13,163.24,14.97
2005,106,47,2,77.46,6.29
2005,107,25,1,44.1,4.42
2005,108,15,4,23.02,2.12
2005,109,9,0,9.58,0.48
2005,110+,7.01,1,4.93,0.24
2006,0,1505,1863,320595.7,336127.42
2006,1,124,133,313148.69,328123.91
2006,2,63,72,305182.2,320597.78
2006,3,44,48,296616.87,312214.13
2006,4,36,39,290676.86,305367.89
2006,5,31,39,294651.42,308801.33
2006,6,31,29,300954.03,315581.45
2006,7,21,30,309163.83,323836.17
2006,8,36,42,315817.41,330435.04
2006,9,16,47,323620.07,339488.88
2006,10,23,42,319641.14,336402.86
2006,11,30,46,322804.64,339963.54
2006,12,31,43,329730.92,347015.47
2006,13,42,63,331286.85,347317.09
2006,14,42,67,341937.51,356409.8
2006,15,56,79,345086.57,361755.93
2006,16,62,129,339405.22,356597.88
2006,17,84,193,338966.2,352774.77
2006,18,91,212,345907.72,354308.19
2006,19,88,231,345187.67,350814.49
2006,20,88,243,347913.6,352727.54
2006,21,83,229,353479.23,360642.14
2006,22,88,262,350482.34,355438.76
2006,23,86,241,355181.94,354331.17
2006,24,99,237,361819.14,355764.63
2006,25,107,276,366960.6,362012.88
2006,26,128,253,366871.65,363372.91
2006,27,110,288,357826.76,354312.36
2006,28,129,238,337899.91,336195.1
2006,29,111,283,333653.73,334764.97
2006,30,133,303,342019.01,341497.16
2006,31,129,323,352507.72,350128.63
2006,32,140,382,361883.21,359132.35
2006,33,193,378,378501.21,375018.15
2006,34,202,408,393271.17,387554.55
2006,35,234,467,408591.75,402958.72
2006,36,265,494,401721.32,397206.23
2006,37,289,520,413278.05,408716.54
2006,38,308,550,414788.94,410946.09
2006,39,370,595,422060.45,419351.01
2006,40,387,619,423178.1,418203.83
2006,41,417,704,424203.52,416680.71
2006,42,462,736,419994.17,411375.24
2006,43,514,774,413903.6,405546.57
2006,44,556,856,404514.96,397797.45
2006,45,594,881,390497.46,385404.17
2006,46,573,927,374166.68,370510.57
2006,47,665,1010,369735.93,367023.57
2006,48,762,1087,359610.84,356522.5
2006,49,748,1135,348250.47,343519.82
2006,50,855,1207,338300.88,332834.36
2006,51,840,1328,328735.34,322811.86
2006,52,967,1403,328821.28,322685.58
2006,53,1022,1596,326106.18,320463.13
2006,54,1073,1682,321585.79,316025.04
2006,55,1186,1834,326379.68,319585.38
2006,56,1409,2109,334056.44,326081.75
2006,57,1456,2298,346320.21,338154.82
2006,58,1699,2646,362349.13,354156.68
2006,59,2039,2925,383105.77,374369.05
2006,60,1735,2777,321009.85,312626.78
2006,61,1958,3033,306745.1,297853.66
2006,62,2100,3220,296884.79,287595.83
2006,63,2170,3362,285923.66,275011.9
2006,64,2196,3347,261242.66,248661.89
2006,65,2191,3412,243657.28,230301.34
2006,66,2521,3824,249014.16,233776.96
2006,67,2803,4188,250262.82,233790.97
2006,68,3127,4515,248185.88,230477.91
2006,69,3105,4647,239785.07,220540.21
2006,70,3485,5001,232685.87,211462.68
2006,71,3748,5331,224906.64,201505.81
2006,72,4004,5604,217765.05,191318.25
2006,73,4436,5887,213869.73,184163.1
2006,74,5082,6472,212973.26,179190.77
2006,75,5642,7010,211043.68,172422.51
2006,76,6028,7352,205126.66,162595.15
2006,77,6559,7624,195925.62,151231.36
2006,78,7060,7845,186996.72,140554.48
2006,79,7791,8360,180126.29,131292.79
2006,80,8253,8602,173376.39,121232.75
2006,81,8935,8539,164676.27,109952.84
2006,82,9431,8821,157310.07,99266.77
2006,83,10230,8779,150034.28,89543.54
2006,84,11281,8980,144151.44,81683.65
2006,85,12224,9092,143138.41,76251.09
2006,86,12180,8653,118709.31,59676.88
2006,87,8837,5577,83502.15,39422.83
2006,88,8336,4816,68566.73,30289.86
2006,89,8907,4961,64315.32,26701.59
2006,90,9155,4714,59747.65,23138.59
2006,91,9266,4390,52414.95,18716.07
2006,92,8582,3657,44237.48,14463.33
2006,93,7595,2936,34936.31,10579.96
2006,94,6384,2269,26658.57,7549.62
2006,95,5297,1657,19905.17,5146.5
2006,96,4267,1198,14596.36,3409.8
2006,97,3334,877,10541.88,2219.68
2006,98,2531,554,7290.36,1355.86
2006,99,1722,323,4768.36,807.38
2006,100,1206,229,2995.02,481.98
2006,101,799,132,1852.77,269.2
2006,102,537,74,1126.81,137.95
2006,103,311,33,637.27,66.84
2006,104,171,19,347.45,33.2
2006,105,119,11,179.87,16.66
2006,106,55,5,80.81,7.58
2006,107,21,3,41.42,3.64
2006,108,17,2,24.8,1.88
2006,109,10,0,10.52,0.72
2006,110+,5,0,4.11,0.2
2007,0,1456,1889,330726.09,347199.71
2007,1,99,141,321268.16,336617.51
2007,2,57,95,313706.89,328679.09
2007,3,49,56,305486.99,320874.23
2007,4,30,47,297014.34,312647.05
2007,5,27,37,291363.73,305946.38
2007,6,27,37,295812.2,309905.33
2007,7,25,30,302490,317019.61
2007,8,19,41,310830.7,325414.61
2007,9,23,37,317415.92,331933.22
2007,10,40,20,325500.31,341138.55
2007,11,31,37,321417.12,337981.46
2007,12,41,43,324522.62,341363.25
2007,13,36,59,331548.5,348314.88
2007,14,44,67,332818.41,347924.71
2007,15,43,96,344217.41,358790.49
2007,16,65,116,347582.6,364376.22
2007,17,83,173,341808.79,359389.83
2007,18,85,193,343371.98,356436.69
2007,19,81,219,353779.72,359861.46
2007,20,75,229,352452.04,354278.32
2007,21,99,252,356823.97,358698.66
2007,22,89,241,364555.55,368562.88
2007,23,83,243,361130.63,364267.45
2007,24,107,253,366552.14,364095.82
2007,25,88,255,368519.2,363842.1
2007,26,113,280,373420.46,370192.62
2007,27,94,269,372901.48,371475.63
2007,28,116,294,363390.77,362460.49
2007,29,132,262,342289.38,343143.07
2007,30,130,298,336638.42,337455.53
2007,31,126,322,344685.18,343595.79
2007,32,165,370,354961.55,352003.12
2007,33,179,382,363709.54,360866.11
2007,34,217,406,379970.35,376674.78
2007,35,236,461,394578.09,389869.02
2007,36,229,487,409780.24,404837.25
2007,37,276,498,402719.46,398750.06
2007,38,311,526,414108.64,409626.9
2007,39,355,607,415325.01,411375.04
2007,40,422,646,422025.97,418341.01
2007,41,441,656,423108.94,417039.71
2007,42,476,804,424245.42,415594.13
2007,43,523,773,419956.98,410465.44
2007,44,518,806,413714.54,405014.35
2007,45,614,885,404233.44,396570.72
2007,46,599,911,390088.68,384244.74
2007,47,666,954,373697.38,369340.7
2007,48,746,1026,369206.85,365652.07
2007,49,729,1132,359005.72,355005.03
2007,50,840,1156,347206.35,342639.45
2007,51,861,1261,337233.33,331968.19
2007,52,869,1340,327592.04,321772.95
2007,53,1026,1568,327583.89,321650.67
2007,54,1122,1660,324882.75,319334.15
2007,55,1215,1857,320245.01,313916.96
2007,56,1290,2014,324915.81,317110.11
2007,57,1448,2098,332466.42,323596.24
2007,58,1590,2501,344506.39,335280.71
2007,59,1832,2825,360453.17,351127.77
2007,60,2124,3065,380819.03,370287.26
2007,61,2028,2992,318501.7,308688.21
2007,62,1996,3236,304133.47,293783.97
2007,63,2324,3371,294504.1,283706.12
2007,64,2319,3549,283438.32,271006.75
2007,65,2248,3596,258352.63,244772.07
2007,66,2380,3597,240786.91,226332.74
2007,67,2699,3981,245647.52,229519.21
2007,68,2885,4471,246897.64,229307.29
2007,69,3312,4793,244573.66,225602.22
2007,70,3558,4825,236059.58,215615.24
2007,71,3709,5153,228729.22,206217.83
2007,72,3991,5541,220876.48,196006.62
2007,73,4344,5699,213270.07,185591.84
2007,74,4777,6174,208942.7,177989.69
2007,75,5262,6782,207561.23,172552.53
2007,76,6020,7354,205004.94,165279.07
2007,77,6544,7584,198642.07,155063.54
2007,78,6858,7774,188912.56,143401.22
2007,79,7539,8001,179525.02,132530.95
2007,80,8193,8278,171940,121957.09
2007,81,8808,8682,164803.73,112684.3
2007,82,9398,8790,155549.67,101254.19
2007,83,10065,8677,147529.65,90503.29
2007,84,10724,8651,139507.27,80809.86
2007,85,11637,8710,132755.75,72863.14
2007,86,12527,8744,130541.23,67146.63
2007,87,12297,8119,107103.66,51815.26
2007,88,8697,5262,74365.52,33731.97
2007,89,8161,4599,60203.61,25476.74
2007,90,8712,4681,55558.05,21948
2007,91,8639,4048,50741.52,18647.06
2007,92,8650,3676,43602.74,14768.82
2007,93,7888,3023,36003.15,11124.4
2007,94,6747,2271,27807.63,7966.56
2007,95,5641,1865,20640.14,5532.74
2007,96,4530,1309,14998.65,3652.95
2007,97,3405,943,10737.35,2336.48
2007,98,2667,664,7562.35,1465.06
2007,99,1953,412,5085.37,873.34
2007,100,1366,246,3207.04,504.75
2007,101,865,177,1952.56,289.79
2007,102,577,99,1168.98,152.3
2007,103,374,37,684.06,79.43
2007,104,210,22,376.51,39.73
2007,105,111,13,197.76,17.36
2007,106,50,6,98.25,8.21
2007,107,18,2,45.85,3.7
2007,108,14,0,24.01,1.93
2007,109,12,1,11.7,1.14
2007,110+,4,1,4.98,0.23
2008,0,1449,1920,341316.42,358232.91
2008,1,109,124,331225.39,347331.56
2008,2,66,62,322342.38,337502.17
2008,3,53,56,314306.29,329165.21
2008,4,42,42,305719.15,321002.98
2008,5,29,46,297497.51,312934.82
2008,6,27,31,292182.61,306720.42
2008,7,23,33,297191.4,311250.77
2008,8,26,37,304198.19,318695.7
2008,9,32,33,312554.39,327066.2
2008,10,23,38,318912.43,333567.65
2008,11,28,31,326990.28,342852.73
2008,12,25,31,322832.4,339663.27
2008,13,36,40,326045.35,342972.75
2008,14,28,50,332966.98,349636.03
2008,15,49,72,335530.9,350539.27
2008,16,47,122,347508.18,361418.48
2008,17,71,174,351182.45,367119.11
2008,18,90,198,347568.3,362945.15
2008,19,94,213,353003.09,361404.82
2008,20,86,266,359950.57,362315.21
2008,21,94,222,360103.56,357851.49
2008,22,92,245,365984.35,363964.47
2008,23,92,264,372875.06,374827.73
2008,24,94,258,369719.56,370646.51
2008,25,98,236,371512.16,369734.89
2008,26,120,287,373756.94,370126.16
2008,27,111,277,378265.64,376671.41
2008,28,120,303,377629.62,378305.99
2008,29,137,287,367552.91,368867.5
2008,30,134,289,345260,347396.07
2008,31,140,307,339163.45,340807.8
2008,32,171,300,347198.93,346690.69
2008,33,198,378,357017.83,354732.64
2008,34,216,424,365461.1,363394.19
2008,35,215,496,381529.13,377933.33
2008,36,224,468,395794.82,390966.66
2008,37,289,498,411012.58,405989.24
2008,38,325,600,403777.5,399339.25
2008,39,358,581,414802.91,409735.16
2008,40,393,659,415032.76,411034.24
2008,41,440,742,421507.51,417626.72
2008,42,472,727,422603.04,416140.42
2008,43,532,823,423851.82,414735.12
2008,44,563,825,419546.03,409891.7
2008,45,597,929,413541.82,404110.23
2008,46,675,975,403941.35,395878.2
2008,47,659,1072,389682.01,383543.27
2008,48,727,1065,373254.46,368528.91
2008,49,744,1159,368737.69,364719.04
2008,50,907,1297,358115.14,354489.03
2008,51,939,1322,346336.92,342174.17
2008,52,915,1360,336365.76,331440.12
2008,53,961,1455,326547.46,321139.51
2008,54,1167,1635,326545.4,320901.19
2008,55,1178,1778,323511.75,317441.93
2008,56,1230,1875,318672.97,311703.15
2008,57,1345,2095,323195.88,314819.5
2008,58,1499,2227,330732.95,321079.17
